Mechanism,Imputation_Method,Patient,MR,Accuracy,Precision,Recall,F1_Score
MAR_h,HT,AHYIJDV,05,71.11111111111111,86.48648648648648,80.0,83.11688311688312
MAR_h,HT,AHYIJDV,10,65.51724137931035,67.85714285714286,95.0,79.16666666666667
MAR_h,HT,AHYIJDV,15,21.875,27.27272727272727,52.5,35.8974358974359
MAR_h,HT,AHYIJDV,20,6.25,9.67741935483871,15.0,11.76470588235294
MAR_h,HT,AHYIJDV,25,36.231884057971016,46.2962962962963,62.5,53.191489361702125
MAR_h,HT,ASFODQR,05,100.0,100.0,100.0,100.0
MAR_h,HT,ASFODQR,10,98.18181818181819,99.08256880733946,99.08256880733946,99.08256880733946
MAR_h,HT,ASFODQR,15,58.82352941176471,74.76635514018692,73.39449541284404,74.07407407407408
MAR_h,HT,ASFODQR,20,32.926829268292686,49.54128440366973,49.54128440366973,49.54128440366973
MAR_h,HT,ASFODQR,25,47.2972972972973,64.22018348623854,64.22018348623854,64.22018348623854
MAR_h,HT,AUY8KYW,05,90.74074074074075,94.23076923076923,96.07843137254902,95.14563106796116
MAR_h,HT,AUY8KYW,10,74.6268656716418,75.75757575757575,98.0392156862745,85.47008547008548
MAR_h,HT,AUY8KYW,15,51.515151515151516,69.38775510204081,66.66666666666666,68.0
MAR_h,HT,AUY8KYW,20,62.745098039215684,100.0,62.745098039215684,77.10843373493977
MAR_h,HT,AUY8KYW,25,76.19047619047619,80.0,94.11764705882352,86.48648648648648
MAR_h,HT,A3OU183,05,85.91549295774648,95.3125,89.70588235294117,92.42424242424244
MAR_h,HT,A3OU183,10,58.75,79.66101694915254,69.11764705882352,74.01574803149606
MAR_h,HT,A3OU183,15,52.94117647058824,72.58064516129032,66.17647058823529,69.23076923076921
MAR_h,HT,A3OU183,20,36.11111111111111,49.36708860759494,57.35294117647059,53.06122448979592
MAR_h,HT,A3OU183,25,18.705035971223023,26.804123711340207,38.23529411764706,31.515151515151512
MAR_h,HT,AOYM4KG,05,86.76470588235294,89.39393939393939,96.72131147540983,92.91338582677166
MAR_h,HT,AOYM4KG,10,80.55555555555556,84.05797101449275,95.08196721311475,89.23076923076923
MAR_h,HT,AOYM4KG,15,53.57142857142857,66.17647058823529,73.77049180327869,69.76744186046511
MAR_h,HT,AOYM4KG,20,10.81081081081081,19.35483870967742,19.672131147540984,19.51219512195122
MAR_h,HT,AOYM4KG,25,3.3333333333333335,4.8,9.836065573770492,6.451612903225808
MAR_h,HT,AV2GF3B,05,95.04950495049505,96.96969696969697,97.95918367346938,97.46192893401016
MAR_h,HT,AV2GF3B,10,91.34615384615384,94.05940594059405,96.93877551020408,95.47738693467338
MAR_h,HT,AV2GF3B,15,85.58558558558559,87.96296296296296,96.93877551020408,92.23300970873787
MAR_h,HT,AV2GF3B,20,63.49206349206349,74.07407407407408,81.63265306122449,77.66990291262137
MAR_h,HT,AV2GF3B,25,67.96875,74.35897435897436,88.77551020408163,80.93023255813954
MAR_h,HT,A0NVTRV,05,96.36363636363636,98.14814814814815,98.14814814814815,98.14814814814815
MAR_h,HT,A0NVTRV,10,83.05084745762711,90.74074074074075,90.74074074074075,90.74074074074075
MAR_h,HT,A0NVTRV,15,63.63636363636363,77.77777777777779,77.77777777777779,77.77777777777779
MAR_h,HT,A0NVTRV,20,71.42857142857143,83.33333333333334,83.33333333333334,83.33333333333334
MAR_h,HT,A0NVTRV,25,35.18518518518518,100.0,35.18518518518518,52.054794520547944
MAR_h,HT,A1K5DRI,05,97.77777777777777,97.77777777777777,100.0,98.87640449438202
MAR_h,HT,A1K5DRI,10,86.36363636363636,100.0,86.36363636363636,92.68292682926828
MAR_h,HT,A1K5DRI,15,91.48936170212765,93.47826086956522,97.72727272727273,95.55555555555557
MAR_h,HT,A1K5DRI,20,47.82608695652174,47.82608695652174,100.0,64.70588235294117
MAR_h,HT,A1K5DRI,25,61.111111111111114,61.111111111111114,100.0,75.86206896551725
MAR_h,HT,AYEFCWQ,05,100.0,100.0,100.0,100.0
MAR_h,HT,AYEFCWQ,10,100.0,100.0,100.0,100.0
MAR_h,HT,AYEFCWQ,15,100.0,100.0,100.0,100.0
MAR_h,HT,AYEFCWQ,20,100.0,100.0,100.0,100.0
MAR_h,HT,AYEFCWQ,25,98.57142857142858,98.57142857142858,100.0,99.28057553956835
MAR_h,HT,AMV7EQF,05,91.66666666666666,94.82758620689656,96.49122807017544,95.65217391304347
MAR_h,HT,AMV7EQF,10,68.96551724137932,97.5609756097561,70.17543859649122,81.63265306122447
MAR_h,HT,AMV7EQF,15,79.3103448275862,97.87234042553192,80.7017543859649,88.46153846153845
MAR_h,HT,AMV7EQF,20,13.23529411764706,45.0,15.789473684210526,23.376623376623375
MAR_h,HT,AMV7EQF,25,47.368421052631575,100.0,47.368421052631575,64.28571428571429
MAR_h,HT,AZIK4ZA,05,86.95652173913044,90.9090909090909,95.23809523809523,93.02325581395348
MAR_h,HT,AZIK4ZA,10,0.0,0.0,0.0,0.0
MAR_h,HT,AZIK4ZA,15,3.296703296703297,9.67741935483871,4.761904761904762,6.382978723404256
MAR_h,HT,AZIK4ZA,20,1.4492753623188406,2.5974025974025974,3.1746031746031744,2.857142857142857
MAR_h,HT,AZIK4ZA,25,0.5376344086021506,0.8064516129032258,1.5873015873015872,1.0695187165775402
MAR_h,HT,AJWW3IY,05,98.64864864864865,99.31972789115646,99.31972789115646,99.31972789115646
MAR_h,HT,AJWW3IY,10,97.31543624161074,98.63945578231292,98.63945578231292,98.63945578231292
MAR_h,HT,AJWW3IY,15,79.8780487804878,88.51351351351352,89.1156462585034,88.8135593220339
MAR_h,HT,AJWW3IY,20,96.0,97.95918367346938,97.95918367346938,97.95918367346938
MAR_h,HT,AJWW3IY,25,79.8780487804878,88.51351351351352,89.1156462585034,88.8135593220339
MAR_h,HT,AX6281V,05,82.1917808219178,98.36065573770492,83.33333333333334,90.22556390977444
MAR_h,HT,AX6281V,10,75.64102564102564,90.76923076923077,81.94444444444444,86.13138686131386
MAR_h,HT,AX6281V,15,27.205882352941174,36.633663366336634,51.388888888888886,42.774566473988436
MAR_h,HT,AX6281V,20,6.153846153846154,12.121212121212121,11.11111111111111,11.594202898550725
MAR_h,HT,AX6281V,25,5.194805194805195,8.88888888888889,11.11111111111111,9.876543209876543
MAR_h,HT,AYWIEKR,05,80.18018018018019,89.8989898989899,88.11881188118812,89.0
MAR_h,HT,AYWIEKR,10,45.348837209302324,52.348993288590606,77.22772277227723,62.4
MAR_h,HT,AYWIEKR,15,56.61764705882353,68.75,76.23762376237624,72.30046948356808
MAR_h,HT,AYWIEKR,20,46.285714285714285,52.25806451612903,80.19801980198021,63.281249999999986
MAR_h,HT,AYWIEKR,25,30.612244897959183,49.45054945054945,44.554455445544555,46.875
MAR_h,HT,ATHKM6V,05,84.44444444444444,84.44444444444444,100.0,91.56626506024097
MAR_h,HT,ATHKM6V,10,88.37209302325581,88.37209302325581,100.0,93.82716049382717
MAR_h,HT,ATHKM6V,15,97.36842105263158,100.0,97.36842105263158,98.66666666666666
MAR_h,HT,ATHKM6V,20,76.31578947368422,100.0,76.31578947368422,86.56716417910448
MAR_h,HT,ATHKM6V,25,79.16666666666666,79.16666666666666,100.0,88.37209302325581
MAR_h,HT,AFPB8J2,05,77.58620689655173,83.33333333333334,91.83673469387756,87.37864077669903
MAR_h,HT,AFPB8J2,10,90.19607843137256,95.83333333333334,93.87755102040816,94.84536082474227
MAR_h,HT,AFPB8J2,15,57.52212389380531,81.25,66.3265306122449,73.03370786516852
MAR_h,HT,AFPB8J2,20,47.482014388489205,61.6822429906542,67.3469387755102,64.39024390243901
MAR_h,HT,AFPB8J2,25,57.77777777777777,67.82608695652173,79.59183673469387,73.23943661971832
MAR_h,HT,A0VFT1N,05,75.22123893805309,85.0,86.73469387755102,85.85858585858584
MAR_h,HT,A0VFT1N,10,43.87755102040816,100.0,43.87755102040816,60.99290780141844
MAR_h,HT,A0VFT1N,15,81.9047619047619,92.47311827956989,87.75510204081633,90.0523560209424
MAR_h,HT,A0VFT1N,20,79.0909090909091,87.87878787878788,88.77551020408163,88.32487309644671
MAR_h,HT,A0VFT1N,25,79.0,97.53086419753086,80.61224489795919,88.26815642458101
MAR_h,HT,AURCTAK,05,76.78571428571429,86.0,87.75510204081633,86.86868686868686
MAR_h,HT,AURCTAK,10,44.927536231884055,60.78431372549019,63.26530612244898,62.0
MAR_h,HT,AURCTAK,15,24.096385542168676,37.03703703703704,40.816326530612244,38.834951456310684
MAR_h,HT,AURCTAK,20,21.176470588235293,33.33333333333333,36.734693877551024,34.95145631067961
MAR_h,HT,AURCTAK,25,17.045454545454543,27.77777777777778,30.612244897959183,29.126213592233015
MAR_h,HT,A36HR6Y,05,90.0,90.0,100.0,94.73684210526316
MAR_h,HT,A36HR6Y,10,45.0,45.0,100.0,62.06896551724138
MAR_h,HT,A36HR6Y,15,64.28571428571429,64.28571428571429,100.0,78.26086956521739
MAR_h,HT,A36HR6Y,20,0.0,0.0,0.0,0.0
MAR_h,HT,A36HR6Y,25,18.367346938775512,18.367346938775512,100.0,31.03448275862069
MAR_h,HT,A4E0D03,05,52.54237288135594,93.93939393939394,54.385964912280706,68.8888888888889
MAR_h,HT,A4E0D03,10,88.70967741935483,91.66666666666666,96.49122807017544,94.01709401709401
MAR_h,HT,A4E0D03,15,57.89473684210527,100.0,57.89473684210527,73.33333333333334
MAR_h,HT,A4E0D03,20,47.5,62.295081967213115,66.66666666666666,64.40677966101694
MAR_h,HT,A4E0D03,25,60.256410256410255,69.11764705882352,82.45614035087719,75.19999999999999
MAR_h,HT,AJMQUVV,05,71.27659574468085,80.72289156626506,85.8974358974359,83.22981366459628
MAR_h,HT,AJMQUVV,10,29.82456140350877,48.57142857142857,43.58974358974359,45.945945945945944
MAR_h,HT,AJMQUVV,15,38.613861386138616,62.903225806451616,50.0,55.714285714285715
MAR_h,HT,AJMQUVV,20,31.896551724137932,49.333333333333336,47.43589743589743,48.36601307189542
MAR_h,HT,AJMQUVV,25,27.480916030534353,40.44943820224719,46.15384615384615,43.11377245508982
MAR_h,HT,A4G0044,05,97.53086419753086,98.75,98.75,98.75
MAR_h,HT,A4G0044,10,81.81818181818183,90.0,90.0,90.0
MAR_h,HT,A4G0044,15,64.94845360824742,78.75,78.75,78.75
MAR_h,HT,A4G0044,20,42.857142857142854,60.0,60.0,60.0
MAR_h,HT,A4G0044,25,25.984251968503933,41.25,41.25,41.25
MAR_h,HT,AIFDJZB,05,86.20689655172413,100.0,86.20689655172413,92.5925925925926
MAR_h,HT,AIFDJZB,10,36.61971830985916,38.23529411764706,89.65517241379311,53.608247422680414
MAR_h,HT,AIFDJZB,15,50.877192982456144,50.877192982456144,100.0,67.44186046511628
MAR_h,HT,AIFDJZB,20,93.33333333333333,96.55172413793103,96.55172413793103,96.55172413793103
MAR_h,HT,AIFDJZB,25,60.416666666666664,60.416666666666664,100.0,75.32467532467533
MAR_h,HT,AQC0L71,05,94.73684210526315,100.0,94.73684210526315,97.2972972972973
MAR_h,HT,AQC0L71,10,97.43589743589743,97.43589743589743,100.0,98.7012987012987
MAR_h,HT,AQC0L71,15,92.6829268292683,92.6829268292683,100.0,96.20253164556964
MAR_h,HT,AQC0L71,20,71.7948717948718,96.55172413793103,73.68421052631578,83.5820895522388
MAR_h,HT,AQC0L71,25,65.0,92.85714285714286,68.42105263157895,78.78787878787878
MAR_h,HT,A7EM0B6,05,75.60975609756098,75.60975609756098,100.0,86.11111111111111
MAR_h,HT,A7EM0B6,10,77.5,77.5,100.0,87.32394366197184
MAR_h,HT,A7EM0B6,15,96.7741935483871,100.0,96.7741935483871,98.36065573770492
MAR_h,HT,A7EM0B6,20,27.192982456140353,27.192982456140353,100.0,42.758620689655174
MAR_h,HT,A7EM0B6,25,5.970149253731343,10.0,12.903225806451612,11.267605633802818
MAR_h,HAT,A1ZJ41O,05,96.07843137254902,100.0,96.07843137254902,98.0
MAR_h,HAT,A1ZJ41O,10,98.07692307692307,98.07692307692307,100.0,99.02912621359222
MAR_h,HAT,A1ZJ41O,15,72.54901960784314,100.0,72.54901960784314,84.09090909090908
MAR_h,HAT,A1ZJ41O,20,92.45283018867924,96.07843137254902,96.07843137254902,96.07843137254902
MAR_h,HAT,A1ZJ41O,25,61.038961038961034,64.38356164383562,92.15686274509804,75.80645161290323
MAR_h,HAT,AKXN5ZZ,05,93.04347826086956,96.83257918552036,95.96412556053812,96.39639639639638
MAR_h,HAT,AKXN5ZZ,10,85.65400843881856,93.54838709677419,91.03139013452915,92.27272727272728
MAR_h,HAT,AKXN5ZZ,15,87.60330578512396,91.77489177489177,95.06726457399103,93.3920704845815
MAR_h,HAT,AKXN5ZZ,20,74.07407407407408,80.97165991902834,89.68609865470853,85.1063829787234
MAR_h,HAT,AKXN5ZZ,25,73.33333333333333,91.19170984455958,78.9237668161435,84.61538461538461
MAR_h,HAT,AAXAA7Z,05,99.1304347826087,99.1304347826087,100.0,99.56331877729258
MAR_h,HAT,AAXAA7Z,10,100.0,100.0,100.0,100.0
MAR_h,HAT,AAXAA7Z,15,93.22033898305084,96.49122807017544,96.49122807017544,96.49122807017544
MAR_h,HAT,AAXAA7Z,20,90.0,94.73684210526315,94.73684210526315,94.73684210526315
MAR_h,HAT,AAXAA7Z,25,62.68656716417911,80.76923076923077,73.68421052631578,77.06422018348624
MAR_h,HAT,AA2KP1S,05,83.5820895522388,100.0,83.5820895522388,91.05691056910568
MAR_h,HAT,AA2KP1S,10,69.23076923076923,83.07692307692308,80.59701492537313,81.81818181818183
MAR_h,HAT,AA2KP1S,15,56.52173913043478,95.1219512195122,58.2089552238806,72.22222222222221
MAR_h,HAT,AA2KP1S,20,69.41176470588235,76.62337662337663,88.05970149253731,81.94444444444446
MAR_h,HAT,AA2KP1S,25,86.3013698630137,91.30434782608695,94.02985074626866,92.64705882352942
MAR_h,HAT,APGIB2T,05,80.95238095238095,91.8918918918919,87.17948717948718,89.47368421052632
MAR_h,HAT,APGIB2T,10,50.0,66.66666666666666,66.66666666666666,66.66666666666666
MAR_h,HAT,APGIB2T,15,25.0,40.25974025974026,39.743589743589745,40.0
MAR_h,HAT,APGIB2T,20,17.424242424242426,29.87012987012987,29.48717948717949,29.677419354838708
MAR_h,HAT,APGIB2T,25,25.196850393700785,39.50617283950617,41.02564102564102,40.25157232704403
MAR_h,HAT,AHYIJDV,05,67.3913043478261,83.78378378378379,77.5,80.51948051948051
MAR_h,HAT,AHYIJDV,10,65.57377049180327,65.57377049180327,100.0,79.20792079207921
MAR_h,HAT,AHYIJDV,15,34.831460674157306,38.75,77.5,51.66666666666667
MAR_h,HAT,AHYIJDV,20,6.666666666666667,10.714285714285714,15.0,12.5
MAR_h,HAT,AHYIJDV,25,42.168674698795186,44.871794871794876,87.5,59.32203389830508
MAR_h,HAT,ASFODQR,05,100.0,100.0,100.0,100.0
MAR_h,HAT,ASFODQR,10,100.0,100.0,100.0,100.0
MAR_h,HAT,ASFODQR,15,50.3448275862069,66.97247706422019,66.97247706422019,66.97247706422019
MAR_h,HAT,ASFODQR,20,33.74233128834356,50.45871559633027,50.45871559633027,50.45871559633027
MAR_h,HAT,ASFODQR,25,81.73913043478261,94.0,86.23853211009175,89.95215311004785
MAR_h,HAT,AUY8KYW,05,92.3076923076923,97.95918367346938,94.11764705882352,96.0
MAR_h,HAT,AUY8KYW,10,78.125,79.36507936507937,98.0392156862745,87.71929824561403
MAR_h,HAT,AUY8KYW,15,30.64516129032258,63.33333333333333,37.254901960784316,46.913580246913575
MAR_h,HAT,AUY8KYW,20,90.38461538461539,97.91666666666666,92.15686274509804,94.94949494949493
MAR_h,HAT,AUY8KYW,25,71.64179104477611,75.0,94.11764705882352,83.47826086956522
MAR_h,HAT,A3OU183,05,90.0,96.92307692307692,92.64705882352942,94.73684210526316
MAR_h,HAT,A3OU183,10,56.79012345679012,77.96610169491525,67.64705882352942,72.44094488188976
MAR_h,HAT,A3OU183,15,50.0,70.49180327868852,63.23529411764706,66.66666666666666
MAR_h,HAT,A3OU183,20,34.18803418803419,44.9438202247191,58.82352941176471,50.95541401273886
MAR_h,HAT,A3OU183,25,19.424460431654676,27.55102040816326,39.705882352941174,32.53012048192771
MAR_h,HAT,AOYM4KG,05,95.3125,95.3125,100.0,97.6
MAR_h,HAT,AOYM4KG,10,74.68354430379746,76.62337662337663,96.72131147540983,85.5072463768116
MAR_h,HAT,AOYM4KG,15,56.00000000000001,58.94736842105262,91.80327868852459,71.7948717948718
MAR_h,HAT,AOYM4KG,20,15.873015873015872,23.52941176470588,32.78688524590164,27.397260273972602
MAR_h,HAT,AOYM4KG,25,1.7241379310344827,2.586206896551724,4.918032786885246,3.389830508474576
MAR_h,HAT,AV2GF3B,05,96.03960396039604,97.0,98.9795918367347,97.97979797979798
MAR_h,HAT,AV2GF3B,10,87.85046728971963,91.2621359223301,95.91836734693877,93.53233830845772
MAR_h,HAT,AV2GF3B,15,86.48648648648648,88.07339449541286,97.95918367346938,92.7536231884058
MAR_h,HAT,AV2GF3B,20,79.13043478260869,84.25925925925925,92.85714285714286,88.3495145631068
MAR_h,HAT,AV2GF3B,25,67.44186046511628,73.72881355932203,88.77551020408163,80.55555555555554
MAR_h,HAT,A0NVTRV,05,96.36363636363636,98.14814814814815,98.14814814814815,98.14814814814815
MAR_h,HAT,A0NVTRV,10,83.05084745762711,90.74074074074075,90.74074074074075,90.74074074074075
MAR_h,HAT,A0NVTRV,15,58.82352941176471,74.07407407407408,74.07407407407408,74.07407407407408
MAR_h,HAT,A0NVTRV,20,44.776119402985074,69.76744186046511,55.55555555555556,61.85567010309278
MAR_h,HAT,A0NVTRV,25,46.2962962962963,100.0,46.2962962962963,63.291139240506325
MAR_h,HAT,A1K5DRI,05,97.72727272727273,100.0,97.72727272727273,98.85057471264368
MAR_h,HAT,A1K5DRI,10,84.0909090909091,100.0,84.0909090909091,91.35802469135803
MAR_h,HAT,A1K5DRI,15,88.0,88.0,100.0,93.61702127659575
MAR_h,HAT,A1K5DRI,20,79.54545454545455,100.0,79.54545454545455,88.60759493670885
MAR_h,HAT,A1K5DRI,25,67.6923076923077,67.6923076923077,100.0,80.73394495412845
MAR_h,HAT,AYEFCWQ,05,100.0,100.0,100.0,100.0
MAR_h,HAT,AYEFCWQ,10,100.0,100.0,100.0,100.0
MAR_h,HAT,AYEFCWQ,15,100.0,100.0,100.0,100.0
MAR_h,HAT,AYEFCWQ,20,98.57142857142858,98.57142857142858,100.0,99.28057553956835
MAR_h,HAT,AYEFCWQ,25,98.57142857142858,98.57142857142858,100.0,99.28057553956835
MAR_h,HAT,AMV7EQF,05,93.22033898305084,96.49122807017544,96.49122807017544,96.49122807017544
MAR_h,HAT,AMV7EQF,10,61.40350877192983,100.0,61.40350877192983,76.08695652173913
MAR_h,HAT,AMV7EQF,15,81.03448275862068,97.91666666666666,82.45614035087719,89.52380952380952
MAR_h,HAT,AMV7EQF,20,20.0,51.85185185185185,24.561403508771928,33.33333333333333
MAR_h,HAT,AMV7EQF,25,0.0,0.0,0.0,0.0
MAR_h,HAT,AZIK4ZA,05,93.75,98.36065573770492,95.23809523809523,96.77419354838709
MAR_h,HAT,AZIK4ZA,10,15.18987341772152,42.857142857142854,19.047619047619047,26.37362637362637
MAR_h,HAT,AZIK4ZA,15,41.333333333333336,72.09302325581395,49.2063492063492,58.49056603773584
MAR_h,HAT,AZIK4ZA,20,1.6129032258064515,3.1746031746031744,3.1746031746031744,3.1746031746031744
MAR_h,HAT,AZIK4ZA,25,11.458333333333332,25.0,17.46031746031746,20.5607476635514
MAR_h,HAT,AJWW3IY,05,96.66666666666667,97.97297297297297,98.63945578231292,98.3050847457627
MAR_h,HAT,AJWW3IY,10,96.0,97.95918367346938,97.95918367346938,97.95918367346938
MAR_h,HAT,AJWW3IY,15,97.31543624161074,98.63945578231292,98.63945578231292,98.63945578231292
MAR_h,HAT,AJWW3IY,20,95.36423841059603,97.2972972972973,97.95918367346938,97.6271186440678
MAR_h,HAT,AJWW3IY,25,76.36363636363637,87.5,85.71428571428571,86.59793814432989
MAR_h,HAT,AX6281V,05,84.72222222222221,100.0,84.72222222222221,91.72932330827066
MAR_h,HAT,AX6281V,10,73.80952380952381,83.78378378378379,86.11111111111111,84.93150684931507
MAR_h,HAT,AX6281V,15,21.710526315789476,29.20353982300885,45.83333333333333,35.67567567567568
MAR_h,HAT,AX6281V,20,5.555555555555555,10.0,11.11111111111111,10.526315789473685
MAR_h,HAT,AX6281V,25,2.5316455696202533,4.444444444444445,5.555555555555555,4.938271604938271
MAR_h,HAT,AYWIEKR,05,96.07843137254902,98.98989898989899,97.02970297029702,98.0
MAR_h,HAT,AYWIEKR,10,51.65562913907284,60.9375,77.22772277227723,68.12227074235808
MAR_h,HAT,AYWIEKR,15,57.34265734265735,66.12903225806451,81.1881188118812,72.88888888888889
MAR_h,HAT,AYWIEKR,20,43.96551724137931,77.27272727272727,50.495049504950494,61.07784431137724
MAR_h,HAT,AYWIEKR,25,49.696969696969695,56.16438356164384,81.1881188118812,66.39676113360325
MAR_h,HAT,ATHKM6V,05,94.73684210526315,100.0,94.73684210526315,97.2972972972973
MAR_h,HAT,ATHKM6V,10,92.10526315789474,100.0,92.10526315789474,95.8904109589041
MAR_h,HAT,ATHKM6V,15,87.17948717948718,97.14285714285714,89.47368421052632,93.15068493150685
MAR_h,HAT,ATHKM6V,20,84.21052631578947,100.0,84.21052631578947,91.42857142857143
MAR_h,HAT,ATHKM6V,25,55.26315789473685,100.0,55.26315789473685,71.1864406779661
MAR_h,HAT,AFPB8J2,05,82.56880733944955,89.10891089108911,91.83673469387756,90.45226130653266
MAR_h,HAT,AFPB8J2,10,73.38709677419355,77.77777777777779,92.85714285714286,84.65116279069767
MAR_h,HAT,AFPB8J2,15,55.72519083969466,68.86792452830188,74.48979591836735,71.56862745098039
MAR_h,HAT,AFPB8J2,20,45.39007092198582,59.813084112149525,65.3061224489796,62.4390243902439
MAR_h,HAT,AFPB8J2,25,47.32824427480916,65.26315789473685,63.26530612244898,64.24870466321244
MAR_h,HAT,A0VFT1N,05,98.0,98.0,100.0,98.98989898989899
MAR_h,HAT,A0VFT1N,10,98.0,98.0,100.0,98.98989898989899
MAR_h,HAT,A0VFT1N,15,67.22689075630252,79.20792079207921,81.63265306122449,80.40201005025126
MAR_h,HAT,A0VFT1N,20,54.6875,70.0,71.42857142857143,70.70707070707071
MAR_h,HAT,A0VFT1N,25,70.58823529411765,94.73684210526315,73.46938775510205,82.75862068965517
MAR_h,HAT,AURCTAK,05,73.68421052631578,84.0,85.71428571428571,84.84848484848484
MAR_h,HAT,AURCTAK,10,45.714285714285715,60.37735849056604,65.3061224489796,62.74509803921568
MAR_h,HAT,AURCTAK,15,28.749999999999996,42.592592592592595,46.93877551020408,44.66019417475729
MAR_h,HAT,AURCTAK,20,21.176470588235293,33.33333333333333,36.734693877551024,34.95145631067961
MAR_h,HAT,AURCTAK,25,17.045454545454543,27.77777777777778,30.612244897959183,29.126213592233015
MAR_h,HAT,A36HR6Y,05,75.0,75.0,100.0,85.71428571428571
MAR_h,HAT,A36HR6Y,10,37.5,37.5,100.0,54.54545454545454
MAR_h,HAT,A36HR6Y,15,0.0,0.0,0.0,0.0
MAR_h,HAT,A36HR6Y,20,36.0,36.0,100.0,52.94117647058824
MAR_h,HAT,A36HR6Y,25,18.367346938775512,18.367346938775512,100.0,31.03448275862069
MAR_h,HAT,A4E0D03,05,84.21052631578947,100.0,84.21052631578947,91.42857142857143
MAR_h,HAT,A4E0D03,10,82.8125,88.33333333333333,92.98245614035088,90.5982905982906
MAR_h,HAT,A4E0D03,15,50.877192982456144,100.0,50.877192982456144,67.44186046511628
MAR_h,HAT,A4E0D03,20,27.500000000000004,48.888888888888886,38.59649122807017,43.13725490196078
MAR_h,HAT,A4E0D03,25,52.4390243902439,63.23529411764706,75.43859649122807,68.8
MAR_h,HAT,AJMQUVV,05,80.45977011494253,88.60759493670885,89.74358974358975,89.17197452229298
MAR_h,HAT,AJMQUVV,10,23.423423423423422,44.06779661016949,33.33333333333333,37.95620437956204
MAR_h,HAT,AJMQUVV,15,19.834710743801654,35.82089552238806,30.76923076923077,33.10344827586207
MAR_h,HAT,AJMQUVV,20,32.83582089552239,44.0,56.41025641025641,49.438202247191015
MAR_h,HAT,AJMQUVV,25,26.77165354330709,40.963855421686745,43.58974358974359,42.2360248447205
MAR_h,HAT,A4G0044,05,97.53086419753086,98.75,98.75,98.75
MAR_h,HAT,A4G0044,10,79.7752808988764,88.75,88.75,88.75
MAR_h,HAT,A4G0044,15,56.86274509803921,72.5,72.5,72.50000000000001
MAR_h,HAT,A4G0044,20,26.984126984126984,42.5,42.5,42.5
MAR_h,HAT,A4G0044,25,20.30075187969925,33.75,33.75,33.75
MAR_h,HAT,AIFDJZB,05,86.20689655172413,100.0,86.20689655172413,92.5925925925926
MAR_h,HAT,AIFDJZB,10,73.68421052631578,75.67567567567568,96.55172413793103,84.84848484848484
MAR_h,HAT,AIFDJZB,15,61.702127659574465,61.702127659574465,100.0,76.3157894736842
MAR_h,HAT,AIFDJZB,20,53.70370370370371,53.70370370370371,100.0,69.87951807228916
MAR_h,HAT,AIFDJZB,25,69.23076923076923,72.97297297297297,93.10344827586206,81.81818181818181
MAR_h,HAT,AQC0L71,05,92.10526315789474,100.0,92.10526315789474,95.8904109589041
MAR_h,HAT,AQC0L71,10,89.47368421052632,100.0,89.47368421052632,94.44444444444444
MAR_h,HAT,AQC0L71,15,74.50980392156863,74.50980392156863,100.0,85.39325842696628
MAR_h,HAT,AQC0L71,20,73.68421052631578,100.0,73.68421052631578,84.84848484848484
MAR_h,HAT,AQC0L71,25,73.68421052631578,100.0,73.68421052631578,84.84848484848484
MAR_h,HAT,A7EM0B6,05,75.60975609756098,75.60975609756098,100.0,86.11111111111111
MAR_h,HAT,A7EM0B6,10,72.09302325581395,72.09302325581395,100.0,83.78378378378379
MAR_h,HAT,A7EM0B6,15,93.93939393939394,93.93939393939394,100.0,96.875
MAR_h,HAT,A7EM0B6,20,41.30434782608695,55.88235294117647,61.29032258064516,58.46153846153845
MAR_h,HAT,A7EM0B6,25,88.57142857142857,88.57142857142857,100.0,93.93939393939394
MAR_h,MLP,A1ZJ41O,05,98.07692307692307,98.07692307692307,100.0,99.02912621359222
MAR_h,MLP,A1ZJ41O,10,98.0392156862745,100.0,98.0392156862745,99.009900990099
MAR_h,MLP,A1ZJ41O,15,96.07843137254902,100.0,96.07843137254902,98.0
MAR_h,MLP,A1ZJ41O,20,98.0392156862745,100.0,98.0392156862745,99.009900990099
MAR_h,MLP,A1ZJ41O,25,98.0392156862745,100.0,98.0392156862745,99.009900990099
MAR_h,MLP,AKXN5ZZ,05,90.29535864978902,93.85964912280701,95.96412556053812,94.90022172949001
MAR_h,MLP,AKXN5ZZ,10,90.0,96.72897196261682,92.82511210762333,94.73684210526316
MAR_h,MLP,AKXN5ZZ,15,90.67796610169492,94.27312775330397,95.96412556053812,95.11111111111113
MAR_h,MLP,AKXN5ZZ,20,84.32203389830508,93.86792452830188,89.23766816143498,91.49425287356321
MAR_h,MLP,AKXN5ZZ,25,84.10041841004184,92.62672811059907,90.13452914798206,91.36363636363637
MAR_h,MLP,AAXAA7Z,05,99.1304347826087,99.1304347826087,100.0,99.56331877729258
MAR_h,MLP,AAXAA7Z,10,96.55172413793103,98.24561403508771,98.24561403508771,98.24561403508771
MAR_h,MLP,AAXAA7Z,15,90.0,94.73684210526315,94.73684210526315,94.73684210526315
MAR_h,MLP,AAXAA7Z,20,98.26086956521739,99.12280701754386,99.12280701754386,99.12280701754386
MAR_h,MLP,AAXAA7Z,25,70.99236641221374,84.54545454545455,81.57894736842105,83.03571428571429
